formula,MASS_MEAN,MASS_STD,MASS_MIN,ATOMIC_RADII_MEAN,ATOMIC_RADII_STD,ATOMIC_RADII_MAX,ELECTRON_NEG_MEAN,ELECTRON_NEG_MIN,IONIZATION_ENERGIES_MEAN,IONIZATION_ENERGIES_STD,IONIZATION_ENERGIES_MIN,ELECTRON_AFFINITIES_MEAN,ELECTRON_AFFINITIES_STD,ELECTRON_AFFINITIES_MIN,IONIC_RADII_MEAN,IONIC_RADII_STD,IONIC_RADII_MIN,VALENCE_MEAN,VALENCE_STD,VALENCE_MIN,VALENCE_MODE,SHELL_STD,SHELL_MAX,SHELL_MODE,S_E_MEAN,S_E_STD,S_E_MAX,P_E_MEAN,P_E_MIN,BLOCK_MEAN,BLOCK_STD,BLOCK_MAX,S_UNFILLED_MEAN,S_UNFILLED_STD,S_UNFILLED_MODE,P_UNFILLED_MEAN,P_UNFILLED_STD,P_UNFILLED_MIN,P_UNFILLED_MODE,D_UNFILLED_MEAN,D_UNFILLED_STD,D_UNFILLED_MIN,D_UNFILLED_MODE,MAX_OXIDATION_STATE_MEAN,MAX_OXIDATION_STATE_STD,MAX_OXIDATION_STATE_MAX,MAX_OXIDATION_STATE_MIN,MELTING_POINT_MEAN,MELTING_POINT_STD,MELTING_POINT_MAX,MENDELEEV_NO_MEAN,MENDELEEV_NO_MAX,MENDELEEV_NO_MODE,MOLAR_VOLUME_MIN,MOLAR_VOLUME_MODE,BOILING_POINT_RANGE,ELEMENT_NUM,L2_NORM,N_ATOMS,SPACE_GROUP,GAMMA,A,C,VOLUME_PER_ATOM,DENSITY,DISTANCE_STD,DISTANCE_MAX
Al2Ca4Pt4_15.vasp,99.461105,78.222084,26.981539,1.51,0.23958294,1.8,1.6340001,1.0,15.938397,3.3218765,11.871719,0.94642943,0.9738635,0.024551,0.913,0.19132693,0.675,1.0,0.8944272,0.0,0.0,1.1999999,6.0,4.0,1.6,0.48989797,2.0,0.2,0.0,1.0,0.8944272,2.0,0.4,0.48989797,0.0,1.0,2.0,0.0,0.0,0.4,0.48989797,0.0,0.0,3.8,1.8330302,6.0,2.0,1449.2542,488.0079,2041.4,49.6,80.0,16.0,9.09,9.09,2341.0,3.0,0.6,10.0,15.0,60.375877,5.709298,7.7098165,21.390154,7.721265,0.2767712,3.0640078
Al2Ca6FN_225.vasp,32.74362,9.63932,14.0067,1.4449999,0.48551515,1.8,1.624,1.0,17.34595,8.031361,11.871719,0.4344166,1.003201,-0.07,0.95250005,0.23026343,0.63,2.2,1.0770329,1.0,2.0,0.8,4.0,4.0,2.0,0.0,2.0,1.0,0.0,0.4,0.48989797,1.0,0.0,0.0,0.0,1.4,2.0099752,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.4,5.0,-1.0,867.3519,410.60056,1115.0,45.8,102.0,16.0,10.0,26.2,2714.64,4.0,0.6480741,10.0,225.0,60.0,6.9688244,6.9688244,23.93115,2.2720203,0.4395453,3.4856164
Al2CaGa2_139.vasp,46.69741,19.398985,26.981539,1.3800001,0.2111871,1.8,1.5680001,1.0,18.11182,3.209927,11.871719,0.29852465,0.14910024,0.024551,0.80200005,0.1732224,0.675,1.2,0.4,1.0,1.0,0.48989797,4.0,4.0,2.0,0.0,2.0,0.8,0.0,0.8,0.40000004,1.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.8,0.4,3.0,2.0,717.55194,344.98175,1115.0,67.6,81.0,80.0,10.0,10.0,1035.0,3.0,0.6,5.0,139.0,90.000015,4.2414026,6.2526455,19.739592,3.928292,0.2886641,3.2438402
Al2CaGe2_164.vasp,47.864216,20.786901,26.981539,1.36,0.21999997,1.8,1.6480001,1.0,16.279608,2.5558457,11.871719,0.67111474,0.4821415,0.024551,0.80599993,0.17231946,0.675,1.6,0.48989794,1.0,2.0,0.48989797,4.0,4.0,2.0,0.0,2.0,1.2,0.0,0.8,0.40000004,1.0,0.0,0.0,0.0,3.6,1.8547237,0.0,4.0,0.0,0.0,0.0,0.0,3.2,0.7483314,4.0,2.0,1080.948,125.454796,1211.4,68.8,84.0,80.0,10.0,10.0,1336.0,3.0,0.6,5.0,164.0,119.99999,4.1696706,7.1537066,21.542458,3.689477,0.20721513,3.0511267
Al2CaSb2_164.vasp,67.51222,44.550537,26.981539,1.4399999,0.20099749,1.8,1.6640002,1.0,16.556164,2.5409153,11.871719,0.5970047,0.39681748,0.024551,0.83000004,0.16979398,0.675,2.0,0.8944272,1.0,1.0,0.8944272,5.0,3.0,2.0,0.0,2.0,1.6,0.0,0.8,0.40000004,1.0,0.0,0.0,0.0,3.2,1.8330305,0.0,3.0,0.0,0.0,0.0,0.0,3.6,1.1999999,5.0,2.0,957.9,79.66431,1115.0,70.4,88.0,80.0,10.0,10.0,1035.0,3.0,0.6,5.0,164.0,120.0,4.9811378,6.0444694,25.976217,4.315743,0.21445417,3.2820857
Al2CaSi2_164.vasp,30.042416,5.0420213,26.981539,1.3,0.25884357,1.8,1.6040001,1.0,16.444103,2.541542,11.871719,0.7338527,0.555722,0.024551,0.714,0.22139104,0.54,1.6,0.48989794,1.0,2.0,0.4,4.0,3.0,2.0,0.0,2.0,1.2,0.0,0.8,0.40000004,1.0,0.0,0.0,0.0,3.6,1.8547237,0.0,4.0,0.0,0.0,0.0,0.0,3.2,0.7483314,4.0,2.0,1271.188,345.9193,1687.0,69.2,85.0,80.0,10.0,10.0,1416.0,3.0,0.6,5.0,164.0,120.00001,4.1376023,7.0974135,21.045446,2.3704226,0.21716551,3.0449693
Al2CaSn2_164.vasp,66.29221,43.06528,26.981539,1.4399999,0.20099749,1.8,1.628,1.0,15.758992,2.7015057,11.871719,0.62287223,0.42634398,0.024551,0.83000004,0.16979398,0.675,1.6,0.48989794,1.0,2.0,0.8944272,5.0,3.0,2.0,0.0,2.0,1.2,0.0,0.8,0.40000004,1.0,0.0,0.0,0.0,3.6,1.8547237,0.0,4.0,0.0,0.0,0.0,0.0,3.2,0.7483314,4.0,2.0,798.42004,248.51424,1115.0,68.4,83.0,80.0,10.0,10.0,1118.0,3.0,0.6,5.0,164.0,120.0,4.53695,7.548616,26.912619,4.090305,0.19501056,3.2490814
Al2CaZn2_139.vasp,44.971813,17.358606,26.981539,1.4,0.204939,1.8,1.5040001,1.0,17.091518,2.6383584,11.871719,-0.0699558,0.47320735,-0.62,0.85,0.17155173,0.675,4.8,4.261455,1.0,1.0,0.48989797,4.0,4.0,2.0,0.0,2.0,0.4,0.0,1.2,0.7483314,2.0,0.0,0.0,0.0,2.0,2.4494898,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.48989797,3.0,2.0,873.45996,161.80655,1115.0,65.6,80.0,76.0,9.16,9.16,1612.0,3.0,0.6,5.0,139.0,90.00001,4.0813575,6.3860345,18.978619,3.9348207,0.24962305,3.1379075
Al2CdS4_82.vasp,42.090584,28.79379,26.981539,1.15,0.1963961,1.55,2.1757143,1.61,21.130987,2.6162922,16.908314,1.2077268,1.0650496,-0.72,0.8514286,0.13225286,0.675,4.0,2.7774603,1.0,4.0,0.6998542,5.0,3.0,2.0,0.0,2.0,2.5714285,0.0,1.1428572,0.3499271,2.0,0.0,0.0,0.0,2.5714285,1.6781914,0.0,2.0,0.0,0.0,0.0,0.0,4.571429,1.6781914,6.0,2.0,573.5142,238.05562,933.47,87.28571,94.0,94.0,10.0,15.53,2074.13,3.0,0.65465367,7.0,82.0,89.990845,5.5898433,6.441244,22.701977,3.078721,0.10250797,2.5493522
Al2CdSe4_82.vasp,68.88772,28.81551,26.981539,1.2357143,0.13552618,1.55,2.1585715,1.61,19.907059,1.6019765,16.908314,1.1754411,1.0387375,-0.72,0.92761904,0.16185889,0.675,4.0,2.7774603,1.0,4.0,0.63887656,5.0,4.0,2.0,0.0,2.0,2.5714285,0.0,1.1428572,0.3499271,2.0,0.0,0.0,0.0,2.5714285,1.6781914,0.0,2.0,0.0,0.0,0.0,0.0,4.571429,1.6781914,6.0,2.0,633.88,192.48262,933.47,86.71429,93.0,93.0,10.0,16.42,1834.0,3.0,0.65465367,7.0,82.0,90.0,5.8048043,6.7890635,26.03106,4.394395,0.09164907,2.660652
Al2CdTe4_82.vasp,96.68201,44.380497,26.981539,1.3785714,0.095831476,1.55,1.9014285,1.61,18.42363,0.6266157,16.908314,1.1470248,1.0156517,-0.72,1.087619,0.26986453,0.675,4.0,2.7774603,1.0,4.0,0.90350795,5.0,5.0,2.0,0.0,2.0,2.5714285,0.0,1.1428572,0.3499271,2.0,0.0,0.0,0.0,2.5714285,1.6781914,0.0,2.0,0.0,0.0,0.0,0.0,4.571429,1.6781914,6.0,2.0,764.54285,115.325195,933.47,86.14286,92.0,92.0,10.0,20.46,1752.0,3.0,0.65465367,7.0,82.0,90.0,6.245188,7.40098,33.091476,4.851529,0.07313611,2.8463972
Al2Cl2O2_59.vasp,26.144648,7.9639153,15.9994,0.95,0.2677063,1.25,2.7366667,1.61,25.921104,6.8163047,18.82855,1.8355552,1.3249114,0.432835,0.90500003,0.25465664,0.675,3.3333333,1.6996732,1.0,1.0,0.4714045,3.0,3.0,2.0,0.0,2.0,3.3333333,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.6666667,1.6996732,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.1602468,7.0,2.0,386.62332,389.60794,933.47,93.333336,101.0,80.0,10.0,10.0,2701.8,3.0,0.57735026,6.0,59.0,90.0,3.6190233,7.925987,15.018352,2.8907437,0.20365255,2.2933216
Al2Cl4K2O2_4.vasp,30.597046,8.313785,15.9994,1.21,0.5370289,2.2,2.4380002,0.82,26.64039,5.895337,18.82855,1.9241699,1.4258368,0.432835,1.003,0.32874915,0.675,3.2,1.8330302,1.0,1.0,0.6324555,4.0,3.0,1.8,0.4,2.0,3.0,0.0,0.8,0.4,1.0,0.2,0.4,0.0,1.8,1.7204652,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.529822,7.0,1.0,333.6,313.0719,933.47,77.8,101.0,99.0,10.0,17.39,2701.8,4.0,0.52915025,10.0,4.0,90.0,6.383081,6.8026223,25.078667,2.0259287,0.57828486,3.287624
Al2Cl6_12.vasp,33.335136,3.6682498,26.981539,1.0625,0.10825317,1.25,2.7725,1.61,22.567368,2.1586075,18.82855,2.8177528,1.3769329,0.432835,0.75374997,0.045466315,0.675,4.0,1.7320508,1.0,5.0,0.0,3.0,3.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.7320508,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.7320508,7.0,3.0,362.0675,329.89938,933.47,94.25,99.0,99.0,10.0,17.39,2552.89,2.0,0.7905694,8.0,12.0,119.97156,5.9536495,6.2921295,23.002848,2.4064105,0.00024322326,2.3253672
Al2Co2O6_148.vasp,26.782587,16.628483,15.9994,0.88,0.34438354,1.35,2.762,1.61,28.25526,8.426992,17.0844,1.0956832,0.45339146,0.432835,1.0446666,0.2653748,0.675,4.0,1.8973665,1.0,4.0,0.8,4.0,2.0,2.0,0.0,2.0,2.6,0.0,1.2,0.4,2.0,0.0,0.0,0.0,2.2,1.6,0.0,2.0,0.6,1.1999999,0.0,0.0,2.8,1.1661904,5.0,2.0,573.17395,687.54016,1768.0,89.4,101.0,101.0,6.67,17.36,3109.8,3.0,0.66332495,10.0,148.0,55.599033,5.175649,5.175649,8.802148,5.0525775,0.024451025,1.9324261
Al2Co4CrFe_166.vasp,49.69212,13.30553,26.981539,1.3375001,0.054486234,1.4,1.77875,1.61,17.335028,0.91671216,16.19921,0.54297596,0.1770352,0.15323634,0.77697915,0.081683606,0.675,4.5,3.0,0.0,7.0,0.4330127,4.0,4.0,1.875,0.3307189,2.0,0.25,0.0,1.75,0.4330127,2.0,0.125,0.3307189,0.0,1.25,2.1650636,0.0,0.0,2.625,1.6535946,0.0,3.0,4.75,1.0897248,6.0,3.0,1616.2424,415.36597,2180.0,66.75,80.0,64.0,6.67,6.67,408.0,4.0,0.586302,8.0,166.0,33.60036,6.9730153,6.9730153,11.561623,7.137035,0.0036820665,2.4689481
Al2Co6_194.vasp,50.945282,13.835472,26.981539,1.325,0.04330128,1.35,1.8125,1.61,17.520437,0.7552391,17.0844,0.6049075,0.0993461,0.432835,0.745,0.04041451,0.675,5.5,2.598076,1.0,7.0,0.4330127,4.0,4.0,2.0,0.0,2.0,0.25,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.25,2.1650636,0.0,0.0,2.25,1.299038,0.0,3.0,4.5,0.8660254,5.0,3.0,1559.3674,361.3621,1768.0,68.0,80.0,64.0,6.67,6.67,408.0,2.0,0.7905694,8.0,194.0,120.00001,5.0743628,4.08565,11.3884535,7.428281,0.00795057,2.522954
Al2CoFe_225.vasp,42.185318,15.242933,26.981539,1.3125,0.064951904,1.4,1.7325001,1.61,17.735176,1.1372817,16.19921,0.42029285,0.18040532,0.15323634,0.7427083,0.07395892,0.675,3.75,2.772634,1.0,1.0,0.5,4.0,3.0,2.0,0.0,2.0,0.5,0.0,1.5,0.5,2.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,1.75,1.7853571,0.0,0.0,4.25,1.299038,6.0,3.0,1361.485,428.28494,1811.0,71.25,80.0,80.0,6.67,10.0,408.0,3.0,0.61237246,4.0,225.0,60.0,4.0011907,4.0011907,11.323814,6.186111,0.0,2.450219
Al2CoHf6_189.vasp,131.53737,66.96808,26.981539,1.4611111,0.12862039,1.55,1.4333333,1.3,15.822388,1.7790763,14.61,0.2884839,0.16817127,0.17807,0.80203706,0.07243038,0.675,2.3333333,1.6996732,1.0,2.0,1.2862041,6.0,6.0,2.0,0.0,2.0,0.22222222,0.0,1.7777778,0.4157397,2.0,0.0,0.0,0.0,1.1111112,2.0786986,0.0,0.0,5.6666665,3.3993464,0.0,8.0,3.8888888,0.5665577,5.0,3.0,2074.5488,651.0671,2506.0,58.22222,80.0,50.0,6.67,13.44,2084.0,3.0,0.71145827,9.0,189.0,90.00001,7.810375,7.810143,19.277052,11.330723,0.17506078,2.9016767
Al2CoIr_225.vasp,76.27832,68.196365,26.981539,1.3,0.050000012,1.35,1.825,1.61,17.935375,0.8936734,17.0,0.77307415,0.46635276,0.432835,0.7208333,0.04584847,0.675,4.0,3.0,1.0,1.0,1.2247449,6.0,3.0,2.0,0.0,2.0,0.5,0.0,1.5,0.5,2.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,1.5,1.5,0.0,0.0,4.25,1.299038,6.0,3.0,1593.485,743.959,2739.0,72.5,80.0,80.0,6.67,10.0,1909.0,3.0,0.61237246,4.0,225.0,59.999977,4.140873,4.140873,12.551643,10.091358,2.2967965e-06,2.5357523
Al2CoMn_123.vasp,41.95858,15.0435,26.981539,1.3125,0.064951904,1.4,1.6625,1.55,17.595371,1.3347349,15.63999,0.25198376,0.45544043,-0.52,0.6916666,0.045582645,0.6483333,3.5,2.598076,1.0,1.0,0.5,4.0,3.0,2.0,0.0,2.0,0.5,0.0,1.5,0.5,2.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,2.0,2.1213202,0.0,0.0,4.5,1.6583124,7.0,3.0,1288.485,365.7674,1768.0,71.0,80.0,80.0,6.67,10.0,866.0,3.0,0.61237246,4.0,123.0,90.0,2.85388,6.045954,12.310516,5.659703,0.04985703,2.580035
Al2CoNi_123.vasp,42.89742,15.916105,26.981539,1.3,0.050000012,1.35,1.7524999,1.61,18.227585,0.71285367,17.0844,0.67127407,0.29575068,0.432835,0.71458334,0.040831197,0.675,4.25,3.269174,1.0,1.0,0.5,4.0,3.0,2.0,0.0,2.0,0.5,0.0,1.5,0.5,2.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,1.25,1.299038,0.0,0.0,3.75,0.8291562,5.0,3.0,1340.735,407.5105,1768.0,72.75,80.0,80.0,6.59,10.0,408.0,3.0,0.61237246,4.0,123.0,90.0,2.8638904,5.6473455,11.579697,6.1515293,0.015537,2.4867213
Al2CoOs_225.vasp,75.78157,67.35206,26.981539,1.2874999,0.041457817,1.35,1.825,1.61,17.935375,0.8936734,17.0,0.65143406,0.26338065,0.432835,0.6978333,0.040711377,0.673,3.75,2.772634,1.0,1.0,1.2247449,6.0,3.0,2.0,0.0,2.0,0.5,0.0,1.5,0.5,2.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,1.75,1.7853571,0.0,0.0,4.75,2.046338,8.0,3.0,1735.235,968.76605,3306.0,71.75,80.0,80.0,6.67,10.0,2493.0,3.0,0.61237246,4.0,225.0,59.999973,4.137465,4.1374636,12.520663,10.0504465,2.0734237e-06,2.5336637
Al2CoRu_225.vasp,53.49157,30.409216,26.981539,1.2874999,0.041457817,1.35,1.825,1.61,17.875376,0.9600506,16.76,0.64357936,0.25071195,0.432835,0.69483334,0.0428184,0.661,2.25,2.772634,0.0,1.0,0.8291562,5.0,3.0,1.75,0.4330127,2.0,0.5,0.0,1.5,0.5,2.0,0.25,0.4330127,0.0,2.5,2.5,0.0,0.0,1.5,1.5,0.0,0.0,4.75,2.046338,8.0,3.0,1560.485,693.64105,2607.0,71.5,80.0,80.0,6.67,10.0,1631.0,3.0,0.61237246,4.0,225.0,60.00014,4.115503,4.1155,12.322378,7.208417,1.6801438e-06,2.5202172
Al2CoZr6_189.vasp,73.36002,26.718264,26.981539,1.4611111,0.12862039,1.55,1.4533334,1.33,14.835722,2.4585187,13.13,0.45862988,0.07199612,0.432835,0.8087037,0.07686278,0.675,2.3333333,1.6996732,1.0,2.0,0.8314794,5.0,5.0,2.0,0.0,2.0,0.22222222,0.0,1.7777778,0.4157397,2.0,0.0,0.0,0.0,1.1111112,2.0786986,0.0,0.0,5.6666665,3.3993464,0.0,8.0,3.8888888,0.5665577,5.0,3.0,1822.5488,488.04605,2128.0,57.555557,80.0,49.0,6.67,14.02,1890.0,3.0,0.71145827,9.0,189.0,119.999504,7.926998,3.328438,20.125362,6.052919,0.17608978,2.9349773
Al2Cr2Ge2_22.vasp,50.539215,18.668434,26.981539,1.3000001,0.07071067,1.4,1.7600001,1.61,17.083155,1.2545636,15.93461,0.7804509,0.33480734,0.432835,0.795,0.10962055,0.675,1.0,0.8164966,0.0,0.0,0.4714045,4.0,4.0,1.6666666,0.47140452,2.0,1.0,0.0,1.3333334,0.47140452,2.0,0.33333334,0.47140452,0.0,3.0,2.1602468,0.0,0.0,1.6666666,2.3570228,0.0,0.0,4.3333335,1.2472192,6.0,3.0,1441.6234,534.29785,2180.0,73.666664,84.0,57.0,7.23,7.23,301.0,3.0,0.57735026,6.0,22.0,50.708817,5.9506645,4.747636,14.0442505,5.9755654,0.0029364377,2.548388
Al2Cr3Mn_99.vasp,44.148235,12.18317,26.981539,1.35,0.07071067,1.4,1.625,1.55,17.126001,1.2405113,15.63999,0.39553228,0.4236157,-0.52,0.8030555,0.13723263,0.6483333,1.1666666,1.771691,0.0,0.0,0.4714045,4.0,4.0,1.5,0.5,2.0,0.33333334,0.0,1.6666666,0.47140452,2.0,0.5,0.5,0.0,1.6666666,2.3570228,0.0,0.0,3.3333333,2.3570228,0.0,5.0,5.1666665,1.5723301,7.0,3.0,1654.3232,560.7405,2180.0,65.166664,80.0,57.0,7.23,7.23,610.0,3.0,0.62360954,6.0,99.0,90.0,3.052704,8.811072,13.685066,5.356925,0.045175035,2.6431282
Al2Cs2O4_227.vasp,47.971447,49.241203,15.9994,1.2625,0.81652844,2.6,2.3200002,0.79,28.05706,7.2279577,18.82855,0.956669,0.5046228,0.432835,1.25125,0.40137845,0.675,2.5,1.5,1.0,1.0,1.6393596,6.0,2.0,1.75,0.4330127,2.0,2.25,0.0,0.75,0.4330127,1.0,0.25,0.4330127,0.0,2.25,1.7853571,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.70710677,3.0,1.0,336.16498,359.2705,933.47,72.5,101.0,101.0,10.0,17.36,2701.8,3.0,0.61237246,8.0,227.0,59.999996,5.744491,5.74449,16.755198,4.754254,0.6967703,3.3680058
Al2Cu2O4_194.vasp,30.631586,19.524878,15.9994,0.95,0.35178116,1.35,2.5975,1.61,27.340796,7.797519,18.82855,1.1477075,0.4228583,0.432835,1.00375,0.26132774,0.675,2.5,1.5,1.0,1.0,0.8291562,4.0,2.0,1.75,0.4330127,2.0,2.25,0.0,1.25,0.4330127,2.0,0.25,0.4330127,0.0,2.25,1.7853571,0.0,2.0,0.0,0.0,0.0,0.0,2.75,0.8291562,4.0,2.0,600.21,565.6641,1357.77,88.5,101.0,101.0,7.11,17.36,3109.8,3.0,0.61237246,8.0,194.0,120.0,2.842773,11.297846,9.883723,5.146334,0.017130336,1.9022903
Al2Cu2O6_148.vasp,27.705149,18.418272,15.9994,0.88,0.34438354,1.35,2.7660003,1.61,28.89686,7.637172,18.82855,1.210387,0.39844978,0.432835,1.0550001,0.2552254,0.675,2.8,1.4696939,1.0,4.0,0.8,4.0,2.0,1.8,0.4,2.0,2.6,0.0,1.2,0.4,2.0,0.2,0.4,0.0,2.2,1.6,0.0,2.0,0.0,0.0,0.0,0.0,2.6,0.8,4.0,2.0,491.128,550.9775,1357.77,91.0,101.0,101.0,7.11,17.36,3109.8,3.0,0.66332495,10.0,148.0,55.628036,5.287445,5.2874455,9.3921175,4.8983073,0.04195826,1.9856927
Al2Cu2S2Se2_24.vasp,50.388134,21.639587,26.981539,1.1875,0.12930101,1.35,2.16,1.61,20.913704,1.6347945,18.82855,1.4415821,0.6706488,0.432835,0.84708333,0.1215203,0.675,2.5,1.5,1.0,1.0,0.5,4.0,3.0,1.75,0.4330127,2.0,2.25,0.0,1.25,0.4330127,2.0,0.25,0.4330127,0.0,2.25,1.7853571,0.0,2.0,0.0,0.0,0.0,0.0,4.75,1.299038,6.0,3.0,793.4,384.6527,1357.77,84.75,94.0,72.0,7.11,7.11,2482.13,4.0,0.5,8.0,24.0,90.0,5.488286,6.6751156,20.408699,4.0997944,0.044721585,2.4072819
Al2Cu2Se4_122.vasp,62.111885,21.236265,26.981539,1.2249999,0.08291564,1.35,2.1525,1.61,20.378235,0.9677769,18.82855,1.4274571,0.65758264,0.432835,0.88041663,0.14246039,0.675,2.5,1.5,1.0,1.0,0.4330127,4.0,4.0,1.75,0.4330127,2.0,2.25,0.0,1.25,0.4330127,2.0,0.25,0.4330127,0.0,2.25,1.7853571,0.0,2.0,0.0,0.0,0.0,0.0,4.75,1.299038,6.0,3.0,819.81,358.68646,1357.77,84.5,93.0,93.0,7.11,16.42,2242.0,3.0,0.61237246,8.0,122.0,90.00001,5.586896,6.7950454,21.570988,4.781386,0.008116807,2.420227
Al2Cu2Te4_122.vasp,86.431885,43.150127,26.981539,1.3499999,0.061237235,1.4,1.9275,1.61,19.080235,0.7060307,18.6,1.4025927,0.6352453,0.432835,1.0204166,0.27768978,0.675,2.5,1.5,1.0,1.0,0.8291562,5.0,5.0,1.75,0.4330127,2.0,2.25,0.0,1.25,0.4330127,2.0,0.25,0.4330127,0.0,2.25,1.7853571,0.0,2.0,0.0,0.0,0.0,0.0,4.75,1.299038,6.0,3.0,934.14,259.28287,1357.77,84.0,92.0,92.0,7.11,20.46,1939.0,3.0,0.61237246,8.0,122.0,90.0,6.034587,7.3674374,27.3391,5.249753,0.025249997,2.638401
Al2Cu2Zr2_74.vasp,60.583843,26.310379,26.981539,1.3833333,0.1247219,1.55,1.6133333,1.33,17.416979,3.0896988,13.13,0.70063597,0.37840685,0.432835,0.785,0.07947746,0.675,1.3333334,0.47140452,1.0,1.0,0.8164966,5.0,3.0,1.6666666,0.47140452,2.0,0.33333334,0.0,1.6666666,0.47140452,2.0,0.33333334,0.4714045,0.0,1.6666666,2.3570228,0.0,0.0,2.6666667,3.7712362,0.0,0.0,3.6666667,0.4714045,4.0,3.0,1473.08,494.43423,2128.0,67.0,80.0,49.0,7.11,7.11,1890.0,3.0,0.57735026,6.0,74.0,91.22822,5.146977,5.145955,16.230183,6.198442,0.19743426,2.9916437
Al2Cu6_59.vasp,54.404884,15.832876,26.981539,1.325,0.04330128,1.35,1.8275,1.61,19.92643,0.63386154,18.82855,1.0350468,0.34768716,0.432835,0.78375,0.06278683,0.675,1.0,0.0,1.0,1.0,0.4330127,4.0,4.0,1.25,0.4330127,2.0,0.25,0.0,1.75,0.4330127,2.0,0.75,0.4330127,1.0,1.25,2.1650636,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.4330127,4.0,3.0,1251.6951,183.72731,1357.77,74.0,80.0,72.0,7.11,7.11,408.0,2.0,0.7905694,8.0,59.0,90.0,4.5117154,5.1070175,12.017576,7.517442,0.004702948,2.5468569
Al2CuLi_225.vasp,31.112518,20.434793,6.941,1.325,0.08291564,1.45,1.5250001,0.98,33.3974,24.396154,18.82855,0.67987585,0.32974038,0.432835,0.7675,0.0967277,0.675,1.0,0.0,1.0,1.0,0.70710677,4.0,3.0,1.5,0.5,2.0,0.5,0.0,1.0,0.70710677,2.0,0.5,0.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.75,1.0897248,4.0,1.0,919.6,319.94135,1357.77,61.0,80.0,80.0,7.11,10.0,1585.0,3.0,0.61237246,4.0,225.0,60.0,4.225851,4.225851,13.340362,3.8727252,3.1401849000000005e-16,2.5877948
Al2CuMn_123.vasp,43.111782,16.414835,26.981539,1.3125,0.064951904,1.4,1.6675,1.55,18.39737,1.7004472,15.63999,0.3953635,0.6218933,-0.52,0.7045833,0.067519285,0.6483333,2.0,1.7320508,1.0,1.0,0.5,4.0,3.0,1.75,0.4330127,2.0,0.5,0.0,1.5,0.5,2.0,0.25,0.4330127,0.0,2.5,2.5,0.0,0.0,1.25,2.1650636,0.0,0.0,4.25,1.6393596,7.0,3.0,1185.9275,258.81305,1519.0,73.0,80.0,80.0,7.11,10.0,866.0,3.0,0.61237246,4.0,123.0,90.0,2.80663,6.683073,13.160929,5.439494,0.006008647,2.6011858
Al2CuMo_139.vasp,53.36227,28.759596,26.981539,1.325,0.08291564,1.45,1.8199999,1.61,18.527374,1.4917406,16.16,0.712196,0.3284296,0.432835,0.73625004,0.06328259,0.675,0.75,0.4330127,0.0,1.0,0.8291562,5.0,3.0,1.5,0.5,2.0,0.5,0.0,1.5,0.5,2.0,0.5,0.5,0.0,2.5,2.5,0.0,0.0,1.25,2.1650636,0.0,0.0,4.0,1.2247449,6.0,3.0,1530.1775,807.35913,2896.0,72.0,80.0,80.0,7.11,10.0,2120.0,3.0,0.61237246,4.0,139.0,69.635506,4.7698574,4.7698574,14.522395,6.1016197,3.8459253000000004e-16,2.7234359
Al2CuPd_225.vasp,55.98227,32.72331,26.981539,1.3125,0.0649519,1.4,1.8299999,1.61,19.344873,0.599628,18.82855,0.6658988,0.33323127,0.432835,0.75406253,0.07960534,0.675,3.25,3.8971143,1.0,1.0,0.8291562,5.0,3.0,1.25,0.8291562,2.0,0.5,0.0,1.5,0.5,2.0,0.25,0.4330127,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5,4.0,3.0,1263.19,369.2705,1828.05,75.25,80.0,80.0,7.11,10.0,444.0,3.0,0.61237246,4.0,225.0,60.0,4.2513895,4.2513895,13.583688,6.8435574,8.308148600000001e-16,2.6034336
