formula,MASS_MEAN,MASS_STD,MASS_MIN,ATOMIC_RADII_MEAN,ATOMIC_RADII_STD,ATOMIC_RADII_MAX,ELECTRON_NEG_MEAN,ELECTRON_NEG_MIN,IONIZATION_ENERGIES_MEAN,IONIZATION_ENERGIES_STD,IONIZATION_ENERGIES_MIN,ELECTRON_AFFINITIES_MEAN,ELECTRON_AFFINITIES_STD,ELECTRON_AFFINITIES_MIN,IONIC_RADII_MEAN,IONIC_RADII_STD,IONIC_RADII_MIN,VALENCE_MEAN,VALENCE_STD,VALENCE_MIN,VALENCE_MODE,SHELL_STD,SHELL_MAX,SHELL_MODE,S_E_MEAN,S_E_STD,S_E_MAX,P_E_MEAN,P_E_MIN,BLOCK_MEAN,BLOCK_STD,BLOCK_MAX,S_UNFILLED_MEAN,S_UNFILLED_STD,S_UNFILLED_MODE,P_UNFILLED_MEAN,P_UNFILLED_STD,P_UNFILLED_MIN,P_UNFILLED_MODE,D_UNFILLED_MEAN,D_UNFILLED_STD,D_UNFILLED_MIN,D_UNFILLED_MODE,MAX_OXIDATION_STATE_MEAN,MAX_OXIDATION_STATE_STD,MAX_OXIDATION_STATE_MAX,MAX_OXIDATION_STATE_MIN,MELTING_POINT_MEAN,MELTING_POINT_STD,MELTING_POINT_MAX,MENDELEEV_NO_MEAN,MENDELEEV_NO_MAX,MENDELEEV_NO_MODE,MOLAR_VOLUME_MIN,MOLAR_VOLUME_MODE,BOILING_POINT_RANGE,ELEMENT_NUM,L2_NORM,N_ATOMS,SPACE_GROUP,GAMMA,A,C,VOLUME_PER_ATOM,DENSITY,DISTANCE_STD,DISTANCE_MAX,ees_kappa,B
BaO3Sn_221.vasp,60.80703,55.192806,15.9994,1.08,0.6281719,2.15,2.634,0.89,26.000051,11.266492,10.003826,1.1280024,0.5099325,0.144626,1.22,0.21438284,0.83,3.2,0.9797959,2.0,4.0,1.7435595,6.0,2.0,2.0,0.0,2.0,2.8,0.0,0.8,0.40000004,1.0,0.0,0.0,0.0,2.0,1.264911,0.0,2.0,0.0,0.0,0.0,0.0,2.4,0.8,4.0,2.0,333.89603,375.94742,1000.0,80.0,101.0,101.0,16.29,17.36,2784.8,3.0,0.66332495,5.0,221.0,90.0,4.1434655,4.1434655,14.227256,7.0971146,0.3432559,2.9298725,27.933845508899687,152.902
BaSr3_139.vasp,100.046745,21.52376,87.62,2.0375,0.06495195,2.15,0.935,0.89,10.773664,0.44446594,10.003826,0.075206,0.04007966,0.052066,1.3625001,0.07361214,1.32,2.0,0.0,2.0,2.0,0.4330127,6.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1037.5,21.650635,1050.0,14.75,15.0,15.0,33.94,33.94,488.0,2.0,0.7905694,4.0,139.0,71.040726,7.561868,7.561868,59.39829,2.796908,4.440892e-16,4.372748,1.3997345161407762,10.167
Be2PtTi_225.vasp,65.24384,76.62313,9.012182,1.2125,0.16345873,1.4,1.74,1.54,17.139448,2.06257,13.5755,0.2901625,1.0869453,-0.52,0.70916665,0.12030345,0.59,1.5,0.8660254,0.0,2.0,1.6583124,6.0,2.0,1.75,0.4330127,2.0,0.0,0.0,1.0,1.0,2.0,0.25,0.4330127,0.0,0.0,0.0,0.0,0.0,2.25,3.344772,0.0,0.0,3.5,1.6583124,6.0,2.0,1775.6,218.5026,2041.4,68.25,77.0,77.0,4.85,4.85,1356.0,3.0,0.61237246,4.0,225.0,60.0,4.0380073,4.0380073,11.639286,9.308126,3.8459253000000004e-16,2.4727645,30.91022773005057,178.531
BeLiPd2_225.vasp,57.198296,49.227154,6.941,1.325,0.16007812,1.45,1.7375,0.98,33.17781,24.52066,18.21115,0.30558288,0.47719666,-0.52,0.79562503,0.12072859,0.59,5.75,4.2646804,1.0,10.0,1.5,5.0,2.0,0.75,0.8291562,2.0,0.0,0.0,1.0,1.0,2.0,0.25,0.4330127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,1.299038,4.0,1.0,1417.4475,567.08435,1828.05,56.75,77.0,69.0,4.85,8.56,1621.0,3.0,0.61237246,4.0,225.0,60.014984,4.0491095,4.0491095,11.739539,8.090608,0.000112513,2.4793985,22.249474302158223,135.902
Bi2BrClO2_99.vasp,94.21942,83.90007,15.9994,1.0916666,0.41070738,1.6,2.8400002,2.02,24.842148,7.696686,16.703,1.9638748,1.1007904,0.9423621,1.0420833,0.17759046,0.78,4.0,0.8164966,3.0,3.0,1.6749793,6.0,2.0,2.0,0.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.8164966,1.0,1.0,0.0,0.0,0.0,0.0,4.6666665,2.0548048,7.0,2.0,272.63336,205.29305,544.4,95.5,101.0,87.0,17.36,17.36,1746.8,4.0,0.52704626,6.0,99.0,90.0,3.947433,7.848782,20.383585,7.675542,0.38072643,3.2036252,11.74368156882795,84.005
Bi2Nb6_223.vasp,121.92488,50.26152,92.90638,1.4875001,0.06495189,1.6,1.7049999,1.6,14.91575,1.031869,14.32,0.92364573,0.010805898,0.917407,0.87375,0.09309772,0.82,0.75,1.299038,0.0,0.0,0.4330127,6.0,5.0,1.25,0.4330127,2.0,0.75,0.0,1.75,0.4330127,2.0,0.75,0.4330127,1.0,0.75,1.299038,0.0,0.0,4.5,2.598076,0.0,6.0,5.0,0.0,5.0,5.0,2198.6,955.0528,2750.0,61.5,87.0,53.0,10.83,10.83,3180.0,2.0,0.7905694,8.0,223.0,90.0,5.3757296,5.3757296,19.418795,10.426035,0.13737735,3.0051243,22.711970600498407,157.003
Bi2Pb2Pd4_8.vasp,157.2551,50.838997,106.42,1.55,0.16583124,1.8,2.1875,2.02,17.648876,1.8764939,15.032499,0.6058414,0.2116167,0.3567212,0.9625,0.12029584,0.84625,6.25,3.7666297,2.0,10.0,0.5,6.0,5.0,1.0,1.0,2.0,1.25,0.0,1.5,0.5,2.0,0.0,0.0,0.0,1.75,1.7853571,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.4330127,5.0,4.0,1200.2776,628.087,1828.05,76.75,87.0,69.0,8.56,8.56,1399.0,3.0,0.61237246,8.0,8.0,101.60636,5.6817207,5.68172,21.208902,12.3122,0.01669054,2.9020572,11.287213038508185,101.349
BiBr6HgK2_225.vasp,96.71909,56.32811,39.0983,1.4399999,0.4109745,2.2,2.3419998,0.82,22.825588,4.6695294,16.703,2.160681,1.5118961,-0.52,1.0614998,0.2543747,0.8825,4.5,2.4186773,1.0,5.0,0.8,6.0,4.0,1.8,0.4,2.0,3.3,0.0,0.9,0.53851646,2.0,0.2,0.4,0.0,0.9,0.83066237,0.0,1.0,0.0,0.0,0.0,0.0,5.3,2.3685439,7.0,1.0,304.65802,85.74088,544.4,76.9,98.0,98.0,14.09,19.78,1505.0,4.0,0.6480741,10.0,225.0,60.0,8.238822,8.238822,39.54398,4.0614486,0.4954595,4.1196113,2.3197229193297355,21.332
BiCl6NaRb2_225.vasp,61.562378,53.341404,22.989769,1.4100001,0.54442626,2.35,2.355,0.82,26.14503,7.558703,16.703,2.413847,1.4732487,0.4859162,1.0195,0.34418344,0.78,3.6,1.8000001,1.0,5.0,1.0999999,6.0,3.0,1.7,0.45825756,2.0,3.3,0.0,0.7,0.45825756,1.0,0.3,0.45825756,0.0,0.9,0.83066237,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.6832814,7.0,1.0,256.979,120.61332,544.4,71.0,99.0,99.0,17.39,17.39,1597.89,4.0,0.6480741,10.0,225.0,60.0,7.744266,7.744266,32.841713,3.1127102,0.4612538,3.8722105,3.1030538033623243,24.628
BiCs2I6K_225.vasp,127.53163,38.097862,39.0983,1.74,0.49030602,2.6,2.038,0.79,20.943045,4.01976,16.703,2.0741394,1.2128742,0.47163025,1.3815,0.24013935,1.035,3.6,1.8000001,1.0,5.0,0.6,6.0,5.0,1.7,0.45825756,2.0,3.3,0.0,0.7,0.45825756,1.0,0.3,0.45825756,0.0,0.9,0.83066237,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.6832814,7.0,1.0,380.52106,64.41435,544.4,69.5,97.0,97.0,21.31,25.72,1379.6,4.0,0.6480741,10.0,225.0,60.0,9.149443,9.149443,54.158787,3.9101923,0.5891702,4.577221,1.3393855759883708,13.48
BiCuLi2O4_119.vasp,43.800747,64.6946,6.941,1.03125,0.43584508,1.6,2.455,0.98,41.09501,21.086712,16.703,1.1573333,0.35410655,0.6180492,1.086875,0.1815375,0.82,2.75,1.3919411,1.0,4.0,1.3919411,6.0,2.0,1.625,0.48412293,2.0,2.375,0.0,0.875,0.59947896,2.0,0.375,0.48412293,0.0,1.375,1.1110243,0.0,2.0,0.0,0.0,0.0,0.0,2.375,1.3169568,5.0,1.0,378.59375,420.8513,1357.77,73.375,101.0,101.0,7.11,17.36,3109.8,4.0,0.586302,8.0,119.0,66.72844,5.5937343,5.5937343,11.053316,6.580184,0.001327124,2.1780307,16.91902037010414,122.732
BiF7Pb2_139.vasp,75.63692,86.51799,18.998404,0.87,0.56753856,1.8,3.454,2.02,29.156366,8.892176,15.032499,2.5464134,1.3144194,0.3567212,0.82149994,0.17938505,0.705,4.2,1.2489996,2.0,5.0,1.8330302,6.0,2.0,2.0,0.0,2.0,4.2,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.8,1.2489996,1.0,1.0,0.0,0.0,0.0,0.0,0.6,2.4576411,5.0,-1.0,212.033,242.55193,600.61,96.5,102.0,102.0,11.2,11.2,1936.97,3.0,0.73484695,10.0,139.0,34.34195,9.723377,9.723377,15.310271,8.203517,0.01344233,2.562338,9.83250774953004,89.517
BiKTl2_225.vasp,164.21132,72.258415,39.0983,1.9,0.21213204,2.2,1.52,0.82,22.29615,5.596617,16.703,0.5209819,0.25430647,0.3200532,1.305,0.17366455,1.035,1.5,0.8660254,1.0,1.0,0.8660254,6.0,6.0,1.75,0.4330127,2.0,1.25,0.0,0.75,0.4330127,1.0,0.25,0.4330127,0.0,3.25,2.046338,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.4142135,5.0,1.0,508.7325,100.308,577.0,63.25,87.0,78.0,17.22,17.22,805.0,3.0,0.61237246,4.0,225.0,59.999985,5.7301292,5.7301254,33.25962,8.198509,5.071945e-06,3.5089698,2.734356012217555,26.307
BiLi3_225.vasp,57.450848,87.48562,6.941,1.4875001,0.0649519,1.6,1.24,0.98,60.905823,25.520514,16.703,0.69912744,0.14043161,0.6180492,0.9337499,0.05845671,0.9,1.5,0.8660254,1.0,1.0,1.7320508,6.0,2.0,1.25,0.4330127,2.0,0.75,0.0,0.25,0.4330127,1.0,0.75,0.4330127,1.0,0.75,1.299038,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7320508,5.0,1.0,476.36752,39.27859,544.4,30.75,87.0,12.0,13.02,13.02,222.0,2.0,0.7905694,4.0,225.0,60.000004,4.731246,4.7312455,18.721973,5.0955834,4.9650684e-16,2.8972845,3.5605490857117683,29.773
BiO2_225.vasp,80.3264,90.97211,15.9994,0.9333334,0.4714045,1.6,2.9666665,2.02,28.981745,8.682385,16.703,1.288191,0.2445379,0.9423621,1.1850001,0.106066026,1.035,3.6666667,0.4714045,3.0,4.0,1.8856181,6.0,2.0,2.0,0.0,2.0,3.6666667,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.3333333,0.4714045,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.4142135,5.0,2.0,218.0,230.79967,544.4,96.333336,101.0,101.0,17.36,17.36,1746.8,2.0,0.74535596,3.0,225.0,60.0,3.897144,3.897144,13.950929,9.561021,0.0,2.3865037,24.278575723382,138.541
BKN2Na2_139.vasp,20.650372,9.45482,10.811,1.325,0.6263319,2.2,1.8000001,0.82,35.09251,8.8361845,25.15483,0.28950578,0.2698984,-0.07,0.9183333,0.3880471,0.41,1.6666666,0.942809,1.0,1.0,0.745356,4.0,2.0,1.5,0.5,2.0,1.1666666,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.8333334,1.9507833,0.0,0.0,0.0,0.0,0.0,0.0,2.6666667,1.7950549,5.0,1.0,592.22833,796.8362,2349.0,53.0,100.0,11.0,4.39,13.54,4122.64,4.0,0.52704626,6.0,139.0,60.437008,5.9946303,5.9946303,15.717677,2.1816678,0.67291373,3.0170918,10.98846915368621,54.559
Br2Cu_12.vasp,74.45133,7.711234,63.546,1.2166667,0.09428093,1.35,2.6066668,1.9,21.15813,0.61217004,20.29239,2.6543202,1.0030565,1.235784,0.8616667,0.02946278,0.82,3.6666667,1.8856181,1.0,5.0,0.0,4.0,4.0,1.6666666,0.4714045,2.0,3.3333333,0.0,1.3333334,0.4714045,2.0,0.33333334,0.4714045,0.0,0.6666667,0.47140452,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.4142135,7.0,4.0,629.79004,514.75964,1357.77,89.333336,98.0,98.0,7.11,19.78,2868.0,2.0,0.74535596,3.0,12.0,45.468052,4.519394,6.911549,30.329714,4.076179,3.6259733000000005e-16,2.4167876,2.8949838513030963,20.656
Br4Se4_41.vasp,79.432,0.47200012,78.96,1.15,0.0,1.15,2.755,2.55,21.3935,0.19750023,21.196,2.6920965,0.67149186,2.0206046,0.9479166,0.065416664,0.8825,4.5,0.5,4.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,4.5,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,6.5,0.5,7.0,6.0,379.9,114.100006,494.0,95.5,98.0,93.0,16.42,16.42,626.0,2.0,0.70710677,8.0,41.0,104.53837,4.2913256,14.770896,32.912888,4.007547,0.07743839,2.4013934,3.90833474937016,30.315
Br6Cs2InLi_225.vasp,86.69939,34.203983,6.941,1.5099999,0.5620498,2.6,2.2099998,0.79,27.03714,16.238873,18.87041,2.2126765,1.4105757,0.383926,1.0754999,0.3676459,0.8825,3.4,1.9595919,1.0,5.0,1.1,6.0,4.0,1.7,0.45825756,2.0,3.1,0.0,0.7,0.45825756,1.0,0.3,0.45825756,0.0,1.1,1.3747728,0.0,1.0,0.0,0.0,0.0,0.0,4.8,2.7495453,7.0,1.0,308.142,68.421974,453.69,69.5,98.0,98.0,13.02,19.78,2013.0,4.0,0.6480741,10.0,225.0,60.0,7.8437886,7.8437886,34.12421,4.218932,0.47389504,3.9221547,2.3882247451157936,22.621
Br6Hg2_194.vasp,110.0755,52.258568,79.904,1.2375,0.15155447,1.5,2.72,2.0,20.88247,1.2272098,18.75688,2.3926911,1.681643,-0.52,0.973125,0.1569671,0.8825,6.25,2.1650636,5.0,5.0,0.8660254,6.0,4.0,2.0,0.0,2.0,3.75,0.0,1.25,0.4330127,2.0,0.0,0.0,0.0,0.75,0.4330127,0.0,1.0,0.0,0.0,0.0,0.0,6.25,1.299038,7.0,4.0,257.93,13.631231,265.8,92.0,98.0,98.0,14.09,19.78,297.88,2.0,0.7905694,8.0,194.0,120.0,8.94518,3.843141,33.289337,5.4907875,5.7459474e-06,2.859399,2.778596811621054,26.578
Br6InKRb2_225.vasp,80.42759,17.155941,39.0983,1.5349998,0.5157761,2.35,2.2,0.82,23.46205,3.7151208,18.87041,2.2038748,1.4206623,0.383926,1.1074998,0.33353785,0.8825,3.4,1.9595919,1.0,5.0,0.4582576,5.0,4.0,1.7,0.45825756,2.0,3.1,0.0,0.7,0.45825756,1.0,0.3,0.45825756,0.0,1.1,1.3747728,0.0,1.0,0.0,0.0,0.0,0.0,4.8,2.7495453,7.0,1.0,298.6,50.475986,429.75,69.5,98.0,98.0,15.76,19.78,2013.0,4.0,0.6480741,10.0,225.0,60.0,8.128138,8.128138,37.971535,3.5171914,0.55137944,4.069034,2.642735288630683,22.392
Br6K2RbTl_225.vasp,84.74717,43.152866,39.0983,1.555,0.50668037,2.35,2.184,0.82,24.051386,4.1791463,20.4283,2.1990418,1.4270943,0.3200532,1.1327499,0.31520915,0.8825,3.4,1.9595919,1.0,5.0,0.64031243,6.0,4.0,1.7,0.45825756,2.0,3.1,0.0,0.7,0.45825756,1.0,0.3,0.45825756,0.0,1.1,1.3747728,0.0,1.0,0.0,0.0,0.0,0.0,4.8,2.7495453,7.0,1.0,315.732,91.70388,577.0,69.5,98.0,98.0,17.22,19.78,1414.0,4.0,0.6480741,10.0,225.0,60.0,8.489427,8.489427,43.26334,3.2527766,0.5837951,4.250815,1.7077595716461111,15.571
Br6NaRb2Sc_225.vasp,71.83052,19.674097,22.989769,1.5,0.47749344,2.35,2.169,0.82,24.421122,8.499342,12.79977,2.1889489,1.4413626,0.1882,1.0659999,0.30810753,0.8825,3.4,1.9595919,1.0,5.0,0.5385165,5.0,4.0,1.7,0.45825756,2.0,3.0,0.0,0.8,0.6,2.0,0.3,0.45825756,0.0,0.6,0.48989797,0.0,1.0,0.9,2.7,0.0,0.0,4.8,2.7495453,7.0,1.0,440.45898,459.04898,1814.0,63.6,98.0,98.0,15.0,19.78,2771.0,4.0,0.6480741,10.0,225.0,60.0,7.888683,7.888683,34.713505,3.4360518,0.50749946,3.9464564,2.646943175522684,22.562
Br6Rh2_12.vasp,85.65437,9.959943,79.904,1.2,0.08660256,1.35,2.79,2.28,20.71325,1.5203075,18.08,2.8084142,0.9615897,1.142892,0.848125,0.05953924,0.745,3.75,2.1650636,0.0,5.0,0.4330127,5.0,4.0,1.75,0.4330127,2.0,3.75,0.0,1.25,0.4330127,2.0,0.25,0.4330127,0.0,0.75,0.4330127,0.0,1.0,0.5,0.8660254,0.0,0.0,6.75,0.4330127,7.0,6.0,758.6,853.5547,2237.0,89.75,98.0,98.0,8.28,19.78,3636.0,2.0,0.7905694,8.0,12.0,119.97736,6.352195,6.541418,27.145084,5.239712,0.0015653895,2.4958694,9.097374256703567,62.075
BrCl2Na3_164.vasp,36.629887,20.13942,22.989769,1.4249998,0.37831864,1.8,2.0116665,0.93,35.17956,12.129449,21.591,2.0388029,1.4931879,0.54792625,0.98708326,0.17625985,0.78,3.0,2.0,1.0,1.0,0.37267798,4.0,3.0,1.5,0.5,2.0,2.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,1.0,286.93497,89.61609,370.87,54.833332,99.0,11.0,17.39,23.78,916.89,3.0,0.62360954,6.0,164.0,120.0,4.0291553,9.873653,23.135838,2.6290536,0.03695573,2.916063,4.264091608889743,27.883
C2Sc4Tl2_194.vasp,76.576454,75.00507,12.0107,1.45,0.45000002,1.9,1.7225001,1.36,17.602749,5.002371,12.79977,0.4896417,0.44922358,0.1882,0.850625,0.36665878,0.3,1.25,0.4330127,1.0,1.0,1.4142135,6.0,4.0,2.0,0.0,2.0,0.75,0.0,1.5,0.5,2.0,0.0,0.0,0.0,2.25,2.2776084,0.0,0.0,4.5,4.5,0.0,0.0,3.25,0.4330127,4.0,3.0,2001.25,1154.7852,3800.0,52.75,95.0,19.0,5.29,15.0,2554.0,3.0,0.61237246,8.0,194.0,120.0,3.3709338,15.223148,18.72602,6.7904544,0.40523988,3.2342474,14.18672302345444,99.125
Ca2Ge4_166.vasp,61.786,15.3498745,40.078,1.4333334,0.25927246,1.8,1.6733335,1.0,14.580312,1.9152653,11.871719,0.829968,0.5695158,0.024551,0.8933334,0.17441967,0.77,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,2.0,1.3333334,0.0,0.6666667,0.4714045,1.0,0.0,0.0,0.0,2.6666667,1.885618,0.0,4.0,0.0,0.0,0.0,0.0,3.3333333,0.94280905,4.0,2.0,1179.2666,45.44341,1211.4,61.333332,84.0,84.0,13.63,13.63,1336.0,2.0,0.74535596,6.0,166.0,60.000008,4.0492754,10.420115,24.03208,4.269213,0.21632774,3.036266,8.215820871035504,51.98
Ca2HfO6Ti_225.vasp,40.25094,47.641293,15.9994,1.0150001,0.51963925,1.8,2.548,1.0,26.265568,10.870974,11.871719,0.9069349,0.6798739,0.024551,1.1541667,0.15862821,0.85,3.2,0.97979593,2.0,4.0,1.3416407,6.0,2.0,2.0,0.0,2.0,2.4,0.0,1.0,0.6324555,2.0,0.0,0.0,0.0,1.2,0.97979593,0.0,2.0,1.6,3.2,0.0,0.0,2.4,0.8,4.0,2.0,700.57996,874.2919,2506.0,73.9,101.0,101.0,10.64,17.36,4785.8,4.0,0.6480741,10.0,225.0,60.0,5.6493535,5.6493535,12.749149,5.242566,0.3470906,2.8251054,29.746712778854054,170.697
Ca2Ni4_227.vasp,52.488266,8.775384,40.078,1.5,0.212132,1.8,1.6066666,1.0,16.0698,2.9684904,11.871719,0.77962446,0.5339176,0.024551,0.8733333,0.1885618,0.74,6.0,2.828427,2.0,8.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,1.3333334,0.942809,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333334,0.942809,0.0,2.0,3.3333333,0.94280905,4.0,2.0,1523.6666,288.97098,1728.0,50.0,67.0,67.0,6.59,6.59,1429.0,2.0,0.74535596,6.0,227.0,60.00198,5.038323,5.038274,15.073137,5.782394,0.20497164,2.9539583,16.522402122716347,102.335
Ca2NiSi3_187.vasp,37.184315,11.013271,28.0855,1.375,0.31324908,1.8,1.6016668,1.0,15.158303,2.4116867,11.871719,0.89580446,0.6215225,0.024551,0.7733333,0.2687419,0.54,3.0,2.236068,2.0,2.0,0.5,4.0,3.0,2.0,0.0,2.0,1.0,0.0,0.8333333,0.6871843,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.33333334,0.74535596,0.0,0.0,3.3333333,0.94280905,4.0,2.0,1503.1666,274.85782,1728.0,59.0,85.0,85.0,6.59,12.06,1429.0,3.0,0.62360954,6.0,187.0,120.00001,3.9944463,8.784109,20.229736,3.05224,0.37275648,3.0969284,13.480304272728654,67.384
Ca2O6Rh2_63.vasp,38.19634,33.671738,15.9994,0.9900001,0.4983974,1.8,2.72,1.0,27.063015,10.062497,11.871719,1.1101519,0.5566159,0.024551,1.133,0.19948934,0.745,2.8,1.6,0.0,4.0,1.264911,5.0,2.0,1.8,0.4,2.0,2.4,0.0,1.0,0.6324555,2.0,0.2,0.4,0.0,1.2,0.97979593,0.0,2.0,0.4,0.8,0.0,0.0,2.8,1.6,6.0,2.0,703.27997,869.8723,2237.0,76.8,101.0,101.0,8.28,17.36,3877.8,3.0,0.66332495,10.0,63.0,107.61815,5.1421547,7.297586,11.134209,5.696544,0.12805717,2.3113039,33.128379847643195,194.277
Ca2Sn2Zn2_186.vasp,74.73233,32.771343,40.078,1.5333333,0.19293058,1.8,1.5366668,1.0,14.82306,2.4909477,11.871719,0.17220707,0.71478134,-0.62,0.95,0.13589211,0.83,4.6666665,3.771236,2.0,2.0,0.4714045,5.0,4.0,2.0,0.0,2.0,0.6666667,0.0,1.0,0.8164966,2.0,0.0,0.0,0.0,1.3333334,1.885618,0.0,0.0,0.0,0.0,0.0,0.0,2.6666667,0.94280905,4.0,2.0,770.92,255.07088,1115.0,58.333332,83.0,16.0,9.16,9.16,1695.0,3.0,0.57735026,6.0,186.0,120.0,4.651427,7.577861,23.664557,5.2439585,0.12566872,3.04126,7.068112088427157,50.444
Ca3Cd3Sn3_189.vasp,90.399666,35.675594,40.078,1.5999999,0.14719598,1.8,1.55,1.0,14.471034,2.059371,11.871719,0.13887373,0.75229543,-0.72,1.02,0.13589212,0.83,4.6666665,3.7712362,2.0,2.0,0.47140452,5.0,5.0,2.0,0.0,2.0,0.6666667,0.0,1.0,0.8164966,2.0,0.0,0.0,0.0,1.3333334,1.8856181,0.0,0.0,0.0,0.0,0.0,0.0,2.6666667,0.94280905,4.0,2.0,738.1,268.98166,1115.0,58.0,83.0,16.0,13.0,13.0,1835.0,3.0,0.57735026,9.0,189.0,119.99999,7.678398,4.686374,26.586815,5.646114,0.155509,3.2624028,5.491737577385436,46.209
Ca6GeLi_225.vasp,40.006123,16.425222,6.941,1.6875,0.20116843,1.8,1.12375,0.98,20.350628,20.939728,11.871719,0.24975395,0.4192368,0.024551,1.06375,0.13600896,0.77,1.875,0.3307189,1.0,2.0,0.6614378,4.0,4.0,1.875,0.3307189,2.0,0.25,0.0,0.125,0.3307189,1.0,0.125,0.3307189,0.0,0.5,1.3228756,0.0,0.0,0.0,0.0,0.0,0.0,2.125,0.78062475,4.0,1.0,1044.3862,225.481,1211.4,24.0,84.0,16.0,13.02,26.2,1478.0,3.0,0.77055174,8.0,225.0,60.0,7.2079015,7.2079015,33.099506,2.007031,4.440892e-16,3.6039507,3.257263605697859,20.816
Ca6Li2_194.vasp,31.793749,14.348742,6.941,1.7125,0.1515544,1.8,0.995,0.98,27.813814,27.61252,11.871719,0.17292555,0.25699225,0.024551,1.0799999,0.10392305,0.9,1.75,0.4330127,1.0,2.0,0.8660254,4.0,4.0,1.75,0.4330127,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4330127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.4330127,2.0,1.0,949.6725,286.35562,1115.0,15.0,16.0,16.0,13.02,26.2,142.0,2.0,0.7905694,8.0,194.0,119.99999,7.5849404,6.212855,38.69332,1.3644413,0.019338032,3.7824407,2.487371646716517,14.536
Ca6O2Si2_74.vasp,32.863777,9.626776,15.9994,1.4200001,0.49152818,1.8,1.668,1.0,17.416426,9.02035,11.871719,0.5848559,0.68660384,0.024551,1.044,0.25624987,0.54,2.4,0.8,2.0,2.0,0.8,4.0,4.0,2.0,0.0,2.0,1.2,0.0,0.4,0.48989797,1.0,0.0,0.0,0.0,1.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.8,4.0,2.0,1017.36,529.8189,1687.0,46.8,101.0,16.0,12.06,26.2,3082.8,3.0,0.66332495,10.0,74.0,90.05379,6.65683,6.65683,20.8684,2.6150346,0.3020216,3.1160836,11.3959459719822,62.864
CaCl6Cs2Sn_225.vasp,63.73169,42.36772,35.453,1.4449999,0.63105065,2.6,2.35,0.79,21.570154,4.212139,11.871719,2.3756232,1.5348295,0.024551,1.027,0.40543926,0.78,3.6,1.7435596,1.0,5.0,1.2206556,6.0,3.0,1.8,0.4,2.0,3.2,0.0,0.7,0.45825756,1.0,0.2,0.4,0.0,1.0,1.0954452,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.5690465,7.0,1.0,325.28604,282.63287,1115.0,70.9,99.0,99.0,16.29,17.39,2635.89,4.0,0.6480741,10.0,225.0,60.0,7.8684044,7.8684044,34.44649,3.072271,0.47772187,3.9345486,2.9470005640576336,23.439
CaCu4In_216.vasp,68.18,22.548914,40.078,1.4583334,0.1693533,1.8,1.7299999,1.0,18.651949,3.0763462,11.871719,0.8919356,0.4972184,0.024551,0.8933334,0.11869662,0.82,1.1666666,0.372678,1.0,1.0,0.372678,5.0,4.0,1.3333334,0.47140452,2.0,0.16666667,0.0,1.5,0.7637626,2.0,0.6666667,0.4714045,1.0,0.8333333,1.86339,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.7637626,4.0,2.0,1162.6383,339.53406,1357.77,63.833332,79.0,72.0,7.11,7.11,1443.0,3.0,0.70710677,6.0,216.0,59.99991,5.082133,5.082138,15.469322,7.3187146,0.2137058,2.9812348,14.281204859495247,99.872
