formula,MASS_MEAN,MASS_STD,MASS_MIN,ATOMIC_RADII_MEAN,ATOMIC_RADII_STD,ATOMIC_RADII_MAX,ELECTRON_NEG_MEAN,ELECTRON_NEG_MIN,IONIZATION_ENERGIES_MEAN,IONIZATION_ENERGIES_STD,IONIZATION_ENERGIES_MIN,ELECTRON_AFFINITIES_MEAN,ELECTRON_AFFINITIES_STD,ELECTRON_AFFINITIES_MIN,IONIC_RADII_MEAN,IONIC_RADII_STD,IONIC_RADII_MIN,VALENCE_MEAN,VALENCE_STD,VALENCE_MIN,VALENCE_MODE,SHELL_STD,SHELL_MAX,SHELL_MODE,S_E_MEAN,S_E_STD,S_E_MAX,P_E_MEAN,P_E_MIN,BLOCK_MEAN,BLOCK_STD,BLOCK_MAX,S_UNFILLED_MEAN,S_UNFILLED_STD,S_UNFILLED_MODE,P_UNFILLED_MEAN,P_UNFILLED_STD,P_UNFILLED_MIN,P_UNFILLED_MODE,D_UNFILLED_MEAN,D_UNFILLED_STD,D_UNFILLED_MIN,D_UNFILLED_MODE,MAX_OXIDATION_STATE_MEAN,MAX_OXIDATION_STATE_STD,MAX_OXIDATION_STATE_MAX,MAX_OXIDATION_STATE_MIN,MELTING_POINT_MEAN,MELTING_POINT_STD,MELTING_POINT_MAX,MENDELEEV_NO_MEAN,MENDELEEV_NO_MAX,MENDELEEV_NO_MODE,MOLAR_VOLUME_MIN,MOLAR_VOLUME_MODE,BOILING_POINT_RANGE,ELEMENT_NUM,L2_NORM,N_ATOMS,SPACE_GROUP,GAMMA,A,C,VOLUME_PER_ATOM,DENSITY,DISTANCE_STD,DISTANCE_MAX,ees_kappa,B
CaHfMg6_123.vasp,45.54975,50.511242,24.305,1.54375,0.09822644,1.8,1.27,1.0,14.586668,1.0355527,11.871719,-0.28967237,0.22897352,-0.42,0.89375,0.09313128,0.85,2.0,0.0,2.0,2.0,1.0,6.0,3.0,2.0,0.0,2.0,0.0,0.0,0.25,0.6614378,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6457512,0.0,0.0,2.25,0.6614378,4.0,2.0,1144.875,518.2814,2506.0,63.0,73.0,73.0,13.44,14.0,3513.0,3.0,0.77055174,8.0,123.0,90.0,6.429571,4.66748,24.118843,3.1360185,0.0859853,3.2147856,6.518997779981016,42.139
CaNaNbO6W_216.vasp,43.58105,52.063725,15.9994,1.0000001,0.5064583,1.8,2.6530004,0.93,30.05748,11.029118,11.871719,1.1072785,0.4854969,0.024551,1.1446667,0.18120706,0.76666665,3.1,1.4456831,0.0,4.0,1.4142135,6.0,2.0,1.8,0.4,2.0,2.4,0.0,1.0,0.6324555,2.0,0.2,0.4,0.0,1.2,0.97979593,0.0,2.0,1.2,2.3999999,0.0,0.0,2.6,1.4966631,6.0,1.0,825.967,1256.666,3695.0,74.1,101.0,101.0,9.47,17.36,5737.8,5.0,0.6324555,10.0,216.0,60.0,5.691265,5.691265,13.035013,5.55182,0.33543622,2.8456407,27.56304809101509,164.486
CaNi2P2_139.vasp,43.882465,12.541697,30.973763,1.3,0.2949576,1.8,1.8399999,1.0,17.549673,2.927834,11.871719,0.7664175,0.41388696,0.024551,0.74399996,0.21546228,0.55,4.8,2.6381812,2.0,3.0,0.48989797,4.0,4.0,2.0,0.0,2.0,1.2,0.0,1.2,0.7483314,2.0,0.0,0.0,0.0,1.2,1.4696938,0.0,0.0,0.8,0.97979593,0.0,0.0,4.0,1.0954452,5.0,2.0,1041.1199,631.9648,1728.0,66.0,90.0,67.0,6.59,6.59,2636.0,3.0,0.6,5.0,139.0,90.0,3.8893204,5.407246,14.084968,5.1734977,0.285925,2.9840991,27.55200664819261,136.32
CaP2Ru2_139.vasp,60.833107,33.021057,30.973763,1.28,0.29257476,1.8,1.956,1.0,16.986141,2.8897626,11.871719,0.7221061,0.37365606,0.024551,0.7124,0.2194872,0.55,1.6,1.356466,0.0,0.0,0.8944272,5.0,3.0,1.6,0.48989797,2.0,1.2,0.0,1.2,0.7483314,2.0,0.4,0.48989797,0.0,1.2,1.4696938,0.0,0.0,1.2,1.4696938,0.0,0.0,5.6,2.2449944,8.0,2.0,1392.72,1033.3573,2607.0,64.0,90.0,62.0,8.17,8.17,3873.0,3.0,0.6,5.0,139.0,90.00001,4.0465956,5.729354,16.255955,6.214076,0.33719236,3.1626794,34.10817321291438,162.77
CaSi2_166.vasp,32.083,5.653318,28.0855,1.3333334,0.32998314,1.8,1.6,1.0,14.854473,2.1091254,11.871719,0.9345312,0.6434532,0.024551,0.74,0.2828427,0.54,2.0,0.0,2.0,2.0,0.4714045,4.0,3.0,2.0,0.0,2.0,1.3333334,0.0,0.6666667,0.47140452,1.0,0.0,0.0,0.0,2.6666667,1.8856181,0.0,4.0,0.0,0.0,0.0,0.0,3.3333333,0.942809,4.0,2.0,1496.3334,269.64337,1687.0,62.0,85.0,85.0,12.06,12.06,1416.0,2.0,0.74535596,3.0,166.0,39.173103,5.7248106,5.72481,22.448647,2.3731976,0.32163852,3.0955818,17.804976805021923,63.384
CCo2Mn2_123.vasp,47.950634,18.05857,12.0107,1.24,0.27092436,1.4,1.882,1.55,17.966387,3.2727647,15.63999,0.30932873,0.71168804,-0.52,0.62666667,0.17192376,0.3,5.2,1.8330302,2.0,5.0,0.8,4.0,4.0,2.0,0.0,2.0,0.4,0.0,1.8,0.4,2.0,0.0,0.0,0.0,0.8,1.6,0.0,0.0,3.2,1.8330302,0.0,3.0,5.6,1.1999999,7.0,4.0,2074.8,869.75793,3800.0,68.6,95.0,60.0,5.29,6.67,1966.0,3.0,0.6,5.0,123.0,90.0,3.759191,3.824369,10.808827,7.366563,0.30842105,2.6581495,37.52678983405298,200.339
Cd2Sb4Sn2_122.vasp,118.66025,3.8168209,112.411,1.475,0.04330123,1.55,1.9375,1.69,16.198345,0.9110321,14.63307,0.62171817,0.77509105,-0.72,0.895,0.11258333,0.83,4.5,3.2015622,2.0,3.0,0.0,5.0,5.0,2.0,0.0,2.0,2.0,0.0,1.25,0.4330127,2.0,0.0,0.0,0.0,2.5,1.5,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.2247449,5.0,2.0,726.71497,179.8479,903.78,83.5,88.0,88.0,13.0,18.19,1835.0,3.0,0.61237246,8.0,122.0,90.0,6.5714827,7.9790263,35.013603,5.6275268,0.005922355,2.840155,5.449158170103804,42.511
Cd3Sr_225.vasp,106.21326,10.7348175,87.62,1.6624999,0.19485573,2.0,1.505,0.95,15.438805,2.5452647,11.030276,-0.5269835,0.33431438,-0.72,1.1475,0.09959293,1.09,8.0,3.4641016,2.0,10.0,0.0,5.0,5.0,2.0,0.0,2.0,0.0,0.0,1.5,0.8660254,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,708.165,197.35854,1050.0,60.0,75.0,75.0,13.0,13.0,615.0,2.0,0.7905694,4.0,225.0,60.0,5.259123,5.259123,25.713722,6.859032,3.8459253000000004e-16,3.220542,4.870137093732312,38.747
CdCu2Zr_225.vasp,82.68175,20.549648,63.546,1.4499999,0.099999964,1.55,1.705,1.33,17.655773,2.9557073,13.13,0.5462143,0.801103,-0.72,0.8975,0.11233323,0.82,3.5,3.7749171,1.0,1.0,0.5,5.0,4.0,1.5,0.5,2.0,0.0,0.0,2.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,3.4641016,0.0,0.0,3.5,0.8660254,4.0,2.0,1359.44,542.2757,2128.0,67.0,75.0,72.0,7.11,7.11,3642.0,3.0,0.61237246,4.0,225.0,60.000008,4.494216,4.494216,16.046741,8.556023,7.021667e-16,2.7521338,21.756924251104664,127.869
CdMnS2_160.vasp,57.869762,32.84476,32.065,1.2375,0.24334902,1.55,2.1,1.55,19.806015,3.5602164,15.63999,0.7285523,1.3504049,-0.72,0.87458336,0.15624669,0.6483333,5.75,2.4874685,4.0,4.0,0.8291562,5.0,3.0,2.0,0.0,2.0,2.0,0.0,1.5,0.5,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.25,2.1650636,0.0,0.0,5.25,1.9202864,7.0,2.0,722.485,467.48453,1519.0,80.75,94.0,94.0,7.35,15.53,1616.13,3.0,0.61237246,4.0,160.0,33.75972,7.0462456,7.0462465,24.06577,3.993016,0.061914362,2.5472286,6.741696056550014,40.759
CdPt3_65.vasp,174.41574,35.798454,112.411,1.4,0.08660251,1.55,2.1325,1.69,18.147078,0.71520084,16.908314,1.4138286,1.2319665,-0.72,0.87625,0.12340863,0.805,2.5,4.3301272,0.0,0.0,0.4330127,6.0,6.0,1.25,0.4330127,2.0,0.0,0.0,2.0,0.0,2.0,0.75,0.4330127,1.0,0.0,0.0,0.0,0.0,0.75,0.4330127,0.0,1.0,5.0,1.7320508,6.0,2.0,1679.605,626.64734,2041.4,69.75,75.0,68.0,9.09,9.09,3058.0,2.0,0.7905694,4.0,65.0,90.0,4.8765,4.8765,16.078085,18.013597,3.1401849000000005e-16,2.820271,32.317160619251226,214.73
CdTe_216.vasp,120.0055,7.5944977,112.411,1.4749999,0.07499999,1.55,1.895,1.69,17.754158,0.8458433,16.908314,0.62543786,1.3454379,-0.72,1.1916666,0.10166663,1.09,7.0,3.0,4.0,4.0,0.0,5.0,5.0,2.0,0.0,2.0,2.0,0.0,1.5,0.5,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,2.0,658.43994,64.22,722.66,83.5,92.0,75.0,13.0,13.0,221.0,2.0,0.70710677,2.0,216.0,60.00001,4.641609,4.64161,35.355812,5.6362395,0.0,2.8423934,7.44238434087564,39.326
Cl2Na3_65.vasp,27.975061,6.105711,22.989769,1.4799999,0.39191836,1.8,1.8219999,0.93,37.897274,11.499238,23.81364,1.7738459,1.5014389,0.54792625,1.008,0.18616122,0.78,2.6,1.9595919,1.0,1.0,0.0,3.0,3.0,1.4,0.48989797,2.0,2.0,0.0,0.4,0.48989797,1.0,0.6,0.48989797,1.0,0.4,0.48989797,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.9393876,7.0,1.0,291.162,97.621956,370.87,46.2,99.0,11.0,17.39,23.78,916.89,2.0,0.7211103,5.0,65.0,160.36452,10.321411,3.527636,25.256678,1.8392634,0.019433614,3.0514226,3.245062386780168,19.203
Cl2V_164.vasp,40.615833,7.30135,35.453,1.1166667,0.16499159,1.35,2.6499999,1.63,20.75376,4.3273244,14.634,2.5843709,1.4543127,0.527662,0.77916664,0.0011785103,0.7775,4.3333335,0.942809,3.0,5.0,0.4714045,4.0,3.0,2.0,0.0,2.0,3.3333333,0.0,1.3333334,0.4714045,2.0,0.0,0.0,0.0,0.6666667,0.47140452,0.0,1.0,2.3333333,3.2998316,0.0,0.0,6.3333335,0.942809,7.0,5.0,842.0667,948.18304,2183.0,84.0,99.0,99.0,8.32,17.39,3440.89,2.0,0.74535596,3.0,164.0,120.00001,3.6387913,6.0912538,23.28253,2.896772,2.5639502000000004e-16,2.4972975,8.727832371301329,41.4
Cl3InRb_99.vasp,61.32896,33.02259,35.453,1.3799999,0.52971685,2.35,2.416,0.82,23.520176,2.6865137,18.87041,2.3416038,1.5571337,0.383926,0.9879999,0.3416665,0.78,3.4,1.9595917,1.0,5.0,0.9797959,5.0,3.0,1.8,0.4,2.0,3.2,0.0,0.8,0.40000004,1.0,0.2,0.40000004,0.0,1.6,1.7435596,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.529822,7.0,1.0,251.40198,104.538185,429.75,77.0,99.0,99.0,15.76,17.39,2105.89,3.0,0.66332495,5.0,8.0,90.13919,5.4523335,5.4529595,32.420696,3.141177,0.42820385,3.790632,3.8701964643423374,25.207
Cl4Os_65.vasp,66.4084,61.910797,35.453,1.0600001,0.11999998,1.3,2.968,2.2,22.450912,2.7254562,17.0,3.1057403,1.0139695,1.0778013,0.75859994,0.042799994,0.673,5.2,0.39999998,5.0,5.0,1.1999999,6.0,3.0,2.0,0.0,2.0,4.0,0.0,1.2,0.4,2.0,0.0,0.0,0.0,0.8,0.40000004,0.0,1.0,0.8,1.6000001,0.0,0.0,7.2,0.39999998,8.0,7.0,798.4801,1253.76,3306.0,91.8,99.0,99.0,8.42,17.39,5045.89,2.0,0.82462114,5.0,65.0,90.0,5.9133024,5.9133015,25.154015,4.383942,0.059175417,2.3861973,13.526242206137912,70.448
Cl6Cs2Ge_225.vasp,61.240993,39.988403,35.453,1.3833333,0.6548961,2.6,2.5055554,0.79,22.792374,2.4393396,15.93461,2.6502542,1.3768092,0.47163025,1.0077777,0.4288169,0.77,3.7777777,1.7497796,1.0,5.0,1.2272623,6.0,3.0,1.7777778,0.4157397,2.0,3.5555556,0.0,0.7777778,0.4157397,1.0,0.22222222,0.4157397,0.0,1.1111112,1.0999439,0.0,1.0,0.0,0.0,0.0,0.0,5.3333335,2.4944382,7.0,1.0,316.02002,320.98193,1211.4,77.111115,99.0,99.0,13.63,17.39,2853.89,3.0,0.71145827,9.0,225.0,59.999996,7.3111854,7.3111854,30.704765,3.3119633,0.5610092,3.6654654,4.579223705164997,32.868
Cl6Cs2KY_225.vasp,60.65331,39.387695,35.453,1.52,0.67052215,2.6,2.258,0.79,23.304535,4.400178,12.2236,2.3428187,1.5560638,0.30712,1.0859998,0.42433947,0.78,3.4,1.9595919,1.0,5.0,1.2206556,6.0,3.0,1.7,0.45825756,2.0,3.0,0.0,0.8,0.6,2.0,0.3,0.45825756,0.0,0.6,0.48989797,0.0,1.0,0.9,2.7,0.0,0.0,4.8,2.7495453,7.0,1.0,376.831,478.35443,1799.0,64.5,99.0,99.0,17.39,17.39,3369.89,4.0,0.6480741,10.0,225.0,60.0,8.029149,8.029149,36.601055,2.7517562,0.5426656,4.019257,2.8897000766124608,21.997
Cl6Cs2LiMo_225.vasp,58.14099,42.799675,6.941,1.4100001,0.61999995,2.6,2.368,0.79,28.099682,16.005373,16.16,2.398499,1.4888949,0.47163025,0.99749994,0.40781888,0.775,3.3,2.1,0.0,5.0,1.3453624,6.0,3.0,1.6,0.48989797,2.0,3.0,0.0,0.8,0.6,2.0,0.4,0.489898,0.0,0.6,0.48989797,0.0,1.0,0.5,1.5,0.0,0.0,5.1,2.7,7.0,1.0,498.247,804.2849,2896.0,67.8,99.0,99.0,9.38,17.39,4672.89,4.0,0.6480741,10.0,225.0,60.0,7.324991,7.324991,27.791138,3.473963,0.4667488,3.664105,3.808584216783922,30.488
Cl6InK2Sb_225.vasp,52.74926,32.83698,35.453,1.3399999,0.47212288,2.2,2.443,0.82,24.162827,4.437489,16.626,2.4110596,1.4807426,0.383926,0.949,0.28942874,0.78,3.6,1.8000001,1.0,5.0,0.8,5.0,3.0,1.8,0.4,2.0,3.4,0.0,0.8,0.4,1.0,0.2,0.4,0.0,1.4,1.4282856,0.0,1.0,0.0,0.0,0.0,0.0,5.2,2.4413111,7.0,1.0,303.61905,219.73682,903.78,78.1,99.0,99.0,15.76,17.39,2105.89,4.0,0.6480741,10.0,225.0,60.0,7.93115,7.93115,35.27715,2.4829729,0.5133364,3.9679625,3.168805629299631,22.787
Cl6InRb2Sb_225.vasp,62.023163,34.192,35.453,1.37,0.52735186,2.35,2.443,0.82,23.295734,3.1237664,16.626,2.4079509,1.484759,0.383926,0.97699994,0.34479123,0.78,3.6,1.8000001,1.0,5.0,0.97979593,5.0,3.0,1.8,0.4,2.0,3.4,0.0,0.8,0.4,1.0,0.2,0.4,0.0,1.4,1.4282856,0.0,1.0,0.0,0.0,0.0,0.0,5.2,2.4413111,7.0,1.0,298.80502,219.22612,903.78,77.9,99.0,99.0,15.76,17.39,2105.89,4.0,0.6480741,10.0,225.0,60.0,7.9607015,7.9607015,35.67295,2.8871143,0.51733947,3.9829292,2.921479761196641,22.65
Cl6K3Sc_225.vasp,37.49688,2.9731383,35.453,1.4200001,0.54,2.2,2.278,0.82,25.055662,5.3752317,12.79977,2.3368926,1.5649223,0.1882,1.0124999,0.3336559,0.78,3.4,1.9595919,1.0,5.0,0.48989797,4.0,3.0,1.7,0.45825756,2.0,3.0,0.0,0.8,0.6,2.0,0.3,0.45825756,0.0,0.6,0.48989797,0.0,1.0,0.9,2.7,0.0,0.0,4.8,2.7495453,7.0,1.0,385.31903,481.90506,1814.0,64.3,99.0,99.0,15.0,17.39,2863.89,3.0,0.678233,10.0,225.0,60.0,7.7250752,7.7250752,32.598164,1.910078,0.54557395,3.8698933,3.9379819000057807,24.554
Cl6NaRb2Sc_225.vasp,45.159927,20.751755,22.989769,1.4100001,0.54442626,2.35,2.289,0.82,25.754705,8.1164055,12.79977,2.338431,1.5632012,0.1882,1.0044999,0.34644228,0.78,3.4,1.9595919,1.0,5.0,0.8062258,5.0,3.0,1.7,0.45825756,2.0,3.0,0.0,0.8,0.6,2.0,0.3,0.45825756,0.0,0.6,0.48989797,0.0,1.0,0.9,2.7,0.0,0.0,4.8,2.7495453,7.0,1.0,383.93903,482.28528,1814.0,64.2,99.0,99.0,15.0,17.39,2863.89,4.0,0.6480741,10.0,225.0,60.0,7.3407288,7.3407288,27.97065,2.6810184,0.4681556,3.672008,4.650512597015061,32.017
Cl6Tl2W_225.vasp,89.48051,76.61074,35.453,1.2388889,0.36951753,1.9,2.728889,1.62,22.234272,2.4917455,16.37,2.5703027,1.480381,0.3200532,0.9012963,0.23052481,0.76666665,4.0,1.6329932,1.0,5.0,1.4142135,6.0,3.0,2.0,0.0,2.0,3.5555556,0.0,1.1111112,0.31426966,2.0,0.0,0.0,0.0,1.7777778,1.7497796,0.0,1.0,0.6666667,1.8856182,0.0,0.0,6.0,1.6329932,7.0,3.0,653.1778,1088.107,3695.0,89.44444,99.0,99.0,9.47,17.39,5588.89,3.0,0.71145827,9.0,225.0,59.999958,6.9798727,6.979869,26.716818,5.561511,0.46292913,3.4910986,5.608997623273278,46.606
Co2MgO6Ti_8.vasp,28.60348,17.839619,15.9994,0.9200001,0.39382738,1.5,2.725,1.31,27.350628,9.56293,13.5755,0.9746707,0.6609417,-0.42,1.0808334,0.22117896,0.7683333,4.2,1.6,2.0,4.0,0.90000004,4.0,2.0,2.0,0.0,2.0,2.4,0.0,1.2,0.59999996,2.0,0.0,0.0,0.0,1.2,0.97979593,0.0,2.0,1.4,2.497999,0.0,0.0,2.8,1.2489996,5.0,2.0,672.88,797.5839,1941.0,85.8,101.0,101.0,6.67,17.36,3469.8,4.0,0.6480741,10.0,1.0,76.37009,6.414233,5.9080496,10.888222,4.3622546,0.09173224,2.0862377,24.44969459716229,144.377
Co4O4_139.vasp,37.466297,21.466896,15.9994,0.975,0.375,1.35,2.66,1.88,26.10276,9.01836,17.0844,1.0616852,0.39942017,0.662265,1.0141666,0.24583334,0.7683333,5.5,1.5,4.0,4.0,1.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,1.5,0.5,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,1.5,0.0,0.0,3.5,1.5,5.0,2.0,911.4,856.6,1768.0,82.5,101.0,64.0,6.67,6.67,3109.8,2.0,0.70710677,8.0,67.0,90.07736,4.5017715,5.2125263,9.963061,6.244491,0.0002089842,2.0953612,21.835461232687912,146.712
CoF6Li3_225.vasp,19.37466,14.246104,6.941,0.87000006,0.4539824,1.45,2.87,0.98,45.382957,20.488459,17.0844,2.292355,1.3580936,0.6180492,0.76983327,0.087208085,0.705,4.0,2.04939,1.0,5.0,0.59999996,4.0,2.0,1.7,0.45825756,2.0,3.0,0.0,0.8,0.6,2.0,0.3,0.45825756,0.0,0.6,0.48989797,0.0,1.0,0.3,0.90000004,0.0,0.0,0.2,1.8330302,5.0,-1.0,345.025,506.96133,1768.0,71.2,102.0,102.0,6.67,11.2,3114.97,3.0,0.678233,10.0,225.0,59.999996,5.3600554,5.3600545,10.889118,2.9545443,0.3306581,2.6805017,13.561881285789417,83.316
CoPtSc2_225.vasp,85.982254,63.247852,44.955914,1.475,0.125,1.6,1.72,1.36,15.310986,2.564834,12.79977,0.7909425,0.7942204,0.1882,0.8358334,0.050846994,0.7683333,2.25,2.772634,0.0,1.0,0.8660254,6.0,4.0,1.75,0.4330127,2.0,0.0,0.0,2.0,0.0,2.0,0.25,0.4330127,0.0,0.0,0.0,0.0,0.0,5.5,3.5707142,1.0,9.0,4.25,1.299038,6.0,3.0,1859.35,106.77111,2041.4,42.5,68.0,19.0,6.67,15.0,995.0,3.0,0.61237246,4.0,225.0,60.0,4.5729556,4.5729556,16.90503,8.445824,7.3643866e-16,2.8003519,21.452404483871213,124.731
CoRh2Sn_139.vasp,95.863556,22.276611,58.933193,1.375,0.04330128,1.45,2.1,1.88,16.969368,1.4087696,14.63307,1.0150298,0.20405719,0.662265,0.7720833,0.034768574,0.745,2.25,2.8613808,0.0,0.0,0.4330127,5.0,5.0,1.5,0.5,2.0,0.5,0.0,1.75,0.4330127,2.0,0.5,0.5,0.0,1.0,1.7320508,0.0,0.0,1.75,1.0897248,0.0,2.0,5.25,0.8291562,6.0,4.0,1686.77,708.607,2237.0,69.25,83.0,65.0,6.67,8.28,1093.0,3.0,0.61237246,4.0,139.0,77.74821,4.602126,4.602126,14.94516,10.651286,0.0,2.7167125,31.898269247699883,181.089
CoRu3Y2_166.vasp,89.992485,14.917412,58.933193,1.475,0.2304886,1.8,1.82,1.22,15.301934,2.17973,12.2236,0.73594207,0.33224612,0.30712,0.8052222,0.1702949,0.661,1.5,2.5,0.0,0.0,0.372678,5.0,5.0,1.5,0.5,2.0,0.0,0.0,2.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,5.0,2.828427,3.0,3.0,5.8333335,2.2669117,8.0,3.0,2197.8333,409.29712,2607.0,50.0,64.0,62.0,6.67,8.17,1223.0,3.0,0.62360954,6.0,166.0,60.35633,5.2488427,5.248857,17.179585,8.698465,0.21548373,3.0815308,26.722819906274708,158.953
CoS4Zn3_115.vasp,47.92752,15.985968,32.065,1.175,0.17500001,1.35,2.14375,1.65,20.541136,2.8096926,17.0844,0.88883543,1.2514502,-0.62,0.86604166,0.03693028,0.7683333,6.625,2.7810745,4.0,4.0,0.5,4.0,3.0,2.0,0.0,2.0,2.0,0.0,1.5,0.5,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.375,0.99215674,0.0,0.0,4.375,1.8666481,6.0,2.0,674.935,436.49692,1768.0,83.5,94.0,94.0,6.67,15.53,2482.13,3.0,0.63737744,8.0,115.0,90.0,3.822791,10.791487,19.712986,4.0372133,0.02251202,2.3519871,10.35114493396158,65.976
CoSe4Ti2_12.vasp,67.21531,13.984985,47.867,1.25,0.11649648,1.4,2.1657145,1.54,18.431341,3.3710105,13.5755,1.2708247,0.8845025,0.075545,0.93214285,0.09721403,0.7683333,3.857143,1.5518258,2.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.2857144,0.0,1.4285715,0.49487168,2.0,0.0,0.0,0.0,1.1428572,0.9897433,0.0,2.0,2.7142856,3.493434,0.0,0.0,5.285714,0.8806306,6.0,4.0,1089.4286,689.61145,1941.0,76.85714,93.0,93.0,6.67,16.42,2602.0,3.0,0.65465367,7.0,12.0,90.0,6.1436243,6.842114,18.463652,6.0450478,0.038510866,2.5551307,15.065164077136226,96.76
Cr2KS4_10.vasp,38.764362,8.699715,32.065,1.2857143,0.412063,2.2,2.0657141,0.82,22.56416,4.75656,16.486305,1.4516515,0.7242133,0.5014591,0.9885715,0.21852939,0.88,2.4285715,1.8405855,0.0,4.0,0.49487168,4.0,3.0,1.5714285,0.49487168,2.0,2.2857144,0.0,1.1428572,0.63887656,2.0,0.42857143,0.49487168,0.0,1.1428572,0.9897433,0.0,2.0,1.4285715,2.25877,0.0,0.0,5.285714,1.7496356,6.0,1.0,892.85284,814.2519,2180.0,71.42857,94.0,94.0,7.23,15.53,2226.13,3.0,0.65465367,7.0,10.0,90.0,5.8732,7.650083,22.356833,2.8791971,0.27882448,3.1808562,11.501874359270117,59.941
Cr2P4_12.vasp,37.981205,9.910026,30.973763,1.1333333,0.1885618,1.4,2.0133333,1.66,18.675095,1.5477078,16.486305,0.72301847,0.03335937,0.6758412,0.68,0.18384777,0.55,2.0,1.4142135,0.0,3.0,0.4714045,4.0,3.0,1.6666666,0.47140452,2.0,2.0,0.0,1.3333334,0.47140452,2.0,0.33333334,0.47140452,0.0,2.0,1.4142135,0.0,3.0,1.6666666,2.3570228,0.0,0.0,5.3333335,0.4714045,6.0,5.0,938.1999,878.08514,2180.0,79.0,90.0,90.0,7.23,17.02,2394.0,2.0,0.74535596,6.0,12.0,69.69886,4.331228,6.350833,12.496636,5.0469003,0.08793002,2.3866935,40.16286737196136,186.156
Cr2Si6V_21.vasp,35.938522,11.109559,28.0855,1.1944444,0.13425605,1.4,1.8166667,1.63,16.186857,0.5520041,14.634,1.1351635,0.3619698,0.527662,0.6552778,0.16891994,0.54,1.6666666,0.94280905,0.0,2.0,0.4714045,4.0,3.0,1.7777778,0.4157397,2.0,1.3333334,0.0,1.3333334,0.47140452,2.0,0.22222222,0.4157397,0.0,2.6666667,1.8856181,0.0,4.0,1.8888888,2.7261875,0.0,0.0,4.5555553,0.8314794,6.0,4.0,1851.6666,232.87526,2183.0,75.333336,85.0,85.0,7.23,12.06,736.0,3.0,0.71145827,9.0,21.0,119.78469,4.468334,6.344264,12.21515,4.885517,0.008837979,2.4890957,35.63706229507103,185.954
Cr2Te4V_12.vasp,95.04767,37.5896,50.9415,1.3928572,0.017496338,1.4,1.9071429,1.63,17.429516,1.467473,14.634,1.3946925,0.66688883,0.527662,1.1186904,0.20780209,0.7775,2.7142856,1.7496355,0.0,4.0,0.49487165,5.0,5.0,1.7142857,0.4517539,2.0,2.2857144,0.0,1.4285715,0.49487168,2.0,0.2857143,0.4517539,0.0,1.1428572,0.9897433,0.0,2.0,2.4285715,2.871393,0.0,0.0,5.857143,0.34992713,6.0,5.0,1347.663,721.6917,2183.0,76.57143,92.0,92.0,7.23,20.46,2419.0,3.0,0.65465367,7.0,12.0,90.0,6.9906254,7.2723413,24.531624,6.4337516,0.034453988,2.7907212,6.626488672679144,53.096
Cr3Nb_225.vasp,62.22367,17.71467,51.9961,1.4125,0.021650666,1.45,1.645,1.6,15.944729,0.93803775,14.32,0.73623264,0.10460105,0.6758412,0.91,0.051961526,0.82,0.0,0.0,0.0,0.0,0.4330127,5.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.25,0.4330127,5.0,5.0,5.75,0.4330127,6.0,5.0,2322.5,246.81725,2750.0,56.0,57.0,57.0,7.23,7.23,2073.0,2.0,0.7905694,4.0,225.0,60.0,4.217393,4.217393,13.260416,7.7919755,0.0,2.5826151,47.15988215368555,217.638
Cr4P4_62.vasp,41.484932,10.511169,30.973763,1.2,0.19999999,1.4,1.925,1.66,18.127897,1.641592,16.486305,0.7112242,0.035382956,0.6758412,0.745,0.195,0.55,1.5,1.5,0.0,0.0,0.5,4.0,3.0,1.5,0.5,2.0,1.5,0.0,1.5,0.5,2.0,0.5,0.5,0.0,1.5,1.5,0.0,0.0,2.5,2.5,0.0,0.0,5.5,0.5,6.0,5.0,1248.65,931.35,2180.0,73.5,90.0,57.0,7.23,7.23,2394.0,2.0,0.70710677,8.0,62.0,90.0,5.314311,5.8870726,11.957068,5.761224,6.317388e-06,2.2921505,43.60383985453,221.058
